system,year,quarter,region,SEX,age_group,OCCUPATION,labor_force_sta,value,unit,source
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,นายจ้าง,รวม,17.42,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,2.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,14.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,50-59 ปี,ลูกจ้างรัฐบาล,รวม,17.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,2.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,14.8,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,50-59 ปี,นายจ้าง,รวม,16.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,1.42,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,15.35,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,50-59 ปี,ลูกจ้างรัฐบาล,รวม,13.99,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,4.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,9.95,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,รวม,รวม,17.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,50-59 ปี,รวม,หางานทำ,2.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,14.8,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ประกอบธุรกิจส่วนตัว,รวม,31.7,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.5,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,28.21,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างเอกชน,รวม,13.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,การรวมกลุ่ม,หางานทำ,1.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,12.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,50-59 ปี,รวม,หางานทำ,4.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,50-59 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,8.24,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,นายจ้าง,รวม,16.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,1.7,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,15.08,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างรัฐบาล,รวม,17.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,3.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,13.21,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,รวม,รวม,8.65,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,ชาย,50-59 ปี,รวม,หางานทำ,1.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,50-59 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,7.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,นายจ้าง,รวม,16.59,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,3.85,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,12.74,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างรัฐบาล,รวม,16.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,3.09,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,13.34,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,รวม,รวม,15.98,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,50-59 ปี,รวม,หางานทำ,3.62,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,หญิง,50-59 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,12.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,นายจ้าง,รวม,13.16,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,1.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,12.08,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างรัฐบาล,รวม,16.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,1.34,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,14.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ทั่วประเทศ,รวม,50-59 ปี,รวม,รวม,13.88,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,รวม,หางานทำ,1.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,50-59 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,12.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,นายจ้าง,รวม,22.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,4.35,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ทั่วประเทศ,รวม,50-59 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,18.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างรัฐบาล,รวม,63.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,ลูกจ้างเอกชน,หางานทำ,6.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ทั่วประเทศ,รวม,50-59 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,56.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ทั่วประเทศ,รวม,50-59 ปี,รวม,รวม,49.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,50-59 ปี,นายจ้าง,หางานทำ,5.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,50-59 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,44.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,ช่วยธุรกิจครัวเรือน,รวม,50.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,ลูกจ้างรัฐบาล,หางานทำ,8.98,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,50-59 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,41.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,การรวมกลุ่ม,รวม,1.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,1.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,นายจ้าง,รวม,0.5,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,0.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,รวม,1.27,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,หางานทำ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,1.19,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,การรวมกลุ่ม,รวม,2.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,2.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,รวม,5.47,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,หางานทำ,1.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,4.41,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,รวม,7.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,หางานทำ,1.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,5.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,รวม,3.16,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,หางานทำ,1.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,2.1,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,รวม,4.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,หางานทำ,0.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,รวม,6.23,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,หางานทำ,2.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.67,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,รวม,6.55,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,หางานทำ,0.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,6.4,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,รวม,4.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,หางานทำ,0.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,รวม,5.19,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,หางานทำ,0.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,4.94,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,รวม,4.73,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,หางานทำ,0.75,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.98,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,รวม,5.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,หางานทำ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,4.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,รวม,4.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,หางานทำ,0.19,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,4.12,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,รวม,4.73,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,หางานทำ,0.75,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.98,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,รวม,2.72,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,2.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,รวม,6.03,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,หางานทำ,2.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,รวม,3.09,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,หางานทำ,0.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,2.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,รวม,6.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,นายจ้าง,หางานทำ,0.98,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,5.59,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,รวม,4.72,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,หางานทำ,1.5,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ทั่วประเทศ,รวม,60 ปีขึ้นไป,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.22,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,การรวมกลุ่ม,รวม,4.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,รวม,60 ปีขึ้นไป,รวม,หางานทำ,0.69,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,รวม,2.45,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,หางานทำ,1.13,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,1.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,ลูกจ้างเอกชน,รวม,5.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,การรวมกลุ่ม,หางานทำ,2.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ทั่วประเทศ,ชาย,60 ปีขึ้นไป,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,นายจ้าง,รวม,5.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ประกอบธุรกิจส่วนตัว,หางานทำ,2.2,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.59,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ลูกจ้างรัฐบาล,รวม,3.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,ลูกจ้างเอกชน,หางานทำ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.12,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ทั่วประเทศ,หญิง,60 ปีขึ้นไป,รวม,รวม,3.15,พันคน,สำนักงานสถิติแห่งชาติ
